date,open,high,low,close,volume,dividends,stock_splits,symbol
2020-12-07,119.06295553689276,121.26295994561156,119.00455077200225,120.46472930908203,86712000,0.0,0.0,AAPL
2020-12-08,121.06825849577237,121.66206495991713,119.82223338247024,121.07798767089844,82225500,0.0,0.0,AAPL
2020-12-09,121.22400598300898,122.60630637821869,117.78772077192583,118.54701232910156,115089200,0.0,0.0,AAPL
2020-12-10,117.30100444410381,120.58154143292921,116.96029761781081,119.96826171875,81312200,0.0,0.0,AAPL
2020-12-11,119.17976698694284,119.50100803270227,117.34967931202699,119.1603012084961,86939800,0.0,0.0,AAPL
2020-12-14,119.34524286701082,120.0753320453492,118.31338587155162,118.54701232910156,79184500,0.0,0.0,AAPL
2020-12-15,121.03904746799414,124.50454247866038,120.83462338964168,124.48506927490234,157243700,0.0,0.0,AAPL
2020-12-16,124.0275561892667,124.96206204213269,123.2001158255996,124.41693115234375,98208600,0.0,0.0,AAPL
2020-12-17,125.4780203524824,126.13997577136618,124.64085061471266,125.28333282470703,94359800,0.0,0.0,AAPL
2020-12-18,125.53642885687911,125.67271159961813,122.77182016091811,123.2974853515625,192541500,0.0,0.0,AAPL
2020-12-21,121.70100925990957,124.90366837554562,120.17268937086521,124.82579040527344,121251600,0.0,0.0,AAPL
2020-12-22,128.1160851725901,130.84175516574334,126.20811172127088,128.37892150878906,168904800,0.0,0.0,AAPL
2020-12-23,128.65148505271458,128.91430653118252,127.3081158590534,127.48334503173828,88223700,0.0,0.0,AAPL
2020-12-24,127.83375369258947,129.91694086606563,127.61959301416368,128.46649169921875,54930100,0.0,0.0,AAPL
2020-12-28,130.43288465030292,133.6939410837403,129.96561683148184,133.0612030029297,124486200,0.0,0.0,AAPL
2020-12-29,134.3851222341288,135.105467586539,130.77360687946737,131.28953552246094,121047300,0.0,0.0,AAPL
2020-12-30,131.98065036313264,132.37976932791838,129.85851685438772,130.17002868652344,96452100,0.0,0.0,AAPL
2020-12-31,130.52047160916396,131.16295362039511,128.22312384324488,129.16737365722656,99116600,0.0,0.0,AAPL
2021-01-04,129.97536179433877,130.06296894085764,123.39482183574111,125.97447204589844,143301900,0.0,0.0,AAPL
2021-01-05,125.46824574975814,128.2425902906654,125.02045122966085,127.5319595336914,97664900,0.0,0.0,AAPL
2021-01-06,124.32931330194879,127.57091083555537,123.02488352210123,123.23904418945312,155088000,0.0,0.0,AAPL
2021-01-07,124.95234603859188,128.13553942794485,124.46561985658641,127.44438171386719,109578200,0.0,0.0,AAPL
2021-01-08,128.9143049184012,129.10900729754997,126.77271243111933,128.54440307617188,105158200,0.0,0.0,AAPL
2021-01-11,125.76030156918269,126.71428063801753,125.08861712398671,125.55587005615234,100384500,0.0,0.0,AAPL
2021-01-12,125.08862234580894,126.24703297603195,123.49216114503781,125.38066101074219,91951100,0.0,0.0,AAPL
2021-01-13,125.34171064567087,127.96029966424209,125.07888922385592,127.41516876220703,88636800,0.0,0.0,AAPL
2021-01-14,127.32755607466288,127.52224355209353,125.34170518524395,125.48773193359375,90221800,0.0,0.0,AAPL
2021-01-15,125.36119363586094,126.76296740977297,123.62844962469308,123.76473236083984,111598500,0.0,0.0,AAPL
2021-01-19,124.3877334109567,125.2930517717372,123.5700370457831,124.43640899658203,90757300,0.0,0.0,AAPL
2021-01-20,125.24437293876636,128.97269692470792,125.13729259464834,128.52490234375,104319500,0.0,0.0,AAPL
2021-01-21,130.2479286583061,135.96208925479198,130.0434971272025,133.23641967773438,120150900,0.0,0.0,AAPL
2021-01-22,132.6621108553387,136.1373435501003,131.43556600326772,135.3780517578125,114459400,0.0,0.0,AAPL
2021-01-25,139.27188130562476,141.23824501394026,132.91522167412407,139.1258544921875,157611700,0.0,0.0,AAPL
2021-01-26,139.78777273313094,140.46918645287846,137.6169631530498,139.3594512939453,98390600,0.0,0.0,AAPL
2021-01-27,139.6222601892596,140.46917381461645,136.6824448551771,138.28863525390625,140843800,0.0,0.0,AAPL
2021-01-28,135.8160892048896,138.22051793091006,133.07094618183902,133.45059204101562,142621100,0.0,0.0,AAPL
2021-01-29,132.22401178645546,133.10985683778753,126.7532152717128,128.45675659179688,177523800,0.0,0.0,AAPL
2021-02-01,130.19924214528973,131.7859741111612,127.45409959233686,130.57888793945312,106239800,0.0,0.0,AAPL
2021-02-02,132.12667146199954,132.69127555683025,131.0364096809211,131.4063262939453,83305400,0.0,0.0,AAPL
2021-02-03,132.1559074116743,132.16565144314657,130.0629904566346,130.3842315673828,89880900,0.0,0.0,AAPL
2021-02-04,132.6815855489559,133.75237444183827,131.01697515265897,133.74264526367188,84183100,0.0,0.0,AAPL
2021-02-05,133.90346870595903,133.97170445351236,132.45085206919504,133.32826232910156,75693800,0.205,0.0,AAPL
2021-02-08,132.61656460059567,133.523235617583,131.53441750826036,133.4744873046875,71297200,0.0,0.0,AAPL
2021-02-09,133.19180084894626,134.42019329345555,132.44113310608114,132.59710693359375,76774200,0.0,0.0,AAPL
2021-02-10,133.05529021983176,133.5525022619222,131.0274820724659,131.99264526367188,73046600,0.0,0.0,AAPL
2021-02-11,132.4898645085888,132.9675743269367,130.41332257065082,131.73919677734375,64280000,0.0,0.0,AAPL
2021-02-12,130.97873504321333,132.12911793128706,130.33529298247856,131.97312927246094,60145100,0.0,0.0,AAPL
2021-02-16,132.09015902011436,132.59709996571863,129.45789813500429,129.84786987304688,80576300,0.0,0.0,AAPL
2021-02-17,127.95653150303275,128.90219239259375,126.22119839919687,127.55681610107422,97918500,0.0,0.0,AAPL
2021-02-18,125.95798807847142,126.73791669485071,124.21291100168493,126.4552001953125,96856700,0.0,0.0,AAPL
2021-02-19,126.97187831271118,127.43008573965325,125.56801001534814,126.61115264892578,87668800,0.0,0.0,AAPL
2021-02-22,124.7978296513902,126.46492703235708,122.44830783858197,122.83827209472656,103916400,0.0,0.0,AAPL
2021-02-23,120.65448673963841,123.53045927947294,115.41923371769597,122.70178985595703,158273000,0.0,0.0,AAPL
2021-02-24,121.80488184514299,122.40931941932189,119.16288479188184,122.20458984375,111039900,0.0,0.0,AAPL
2021-02-25,121.55138034144545,123.28671325851347,117.51526677717865,117.95397186279297,148199500,0.0,0.0,AAPL
2021-02-26,119.51385248275434,121.71714451300848,118.15873226929354,118.21723175048828,164560400,0.0,0.0,AAPL
2021-03-01,120.64473383419431,124.71984514122286,119.70882406427694,124.58335876464844,116307900,0.0,0.0,AAPL
2021-03-02,125.18780674062197,125.49002551913253,121.87312157746639,121.98036193847656,102260900,0.0,0.0,AAPL
2021-03-03,121.67813306792647,122.55555080343935,118.78265825970878,118.99713897705078,112966300,0.0,0.0,AAPL
2021-03-04,118.6949297486631,120.49850624904042,115.64347345208853,117.1155776977539,178155000,0.0,0.0,AAPL
2021-03-05,117.94423786319923,118.88014757741405,114.61980182519049,118.3731918334961,153766600,0.0,0.0,AAPL
2021-03-08,117.89548670485603,117.96372988743823,113.29392514231552,113.4401626586914,154376600,0.0,0.0,AAPL
2021-03-09,116.04317714685729,118.99714411910483,115.80920155325997,118.05148315429688,129525800,0.0,0.0,AAPL
2021-03-10,118.63642743151894,119.10437859558475,116.45263053937967,116.9693374633789,111943300,0.0,0.0,AAPL
2021-03-11,119.46509072342045,120.1182765520443,118.21721109919896,118.89964294433594,103026500,0.0,0.0,AAPL
2021-03-12,117.37879228748427,118.12946732804168,116.16990981369923,117.99298095703125,88105100,0.0,0.0,AAPL
2021-03-15,118.36344619441722,120.88845140763532,117.39828304156515,120.87870025634766,92403800,0.0,0.0,AAPL
2021-03-16,122.545787336103,124.02764990448209,121.59038279407473,122.41905212402344,115227900,0.0,0.0,AAPL
2021-03-17,120.93723423945542,122.70181379069625,119.27013647711428,121.6294174194336,111932600,0.0,0.0,AAPL
2021-03-18,119.79656111339463,120.08903616814248,117.3008017478915,117.50553131103516,121229700,0.0,0.0,AAPL
2021-03-19,116.89135739424152,118.3829639984745,116.67687665204714,116.97909545898438,185549500,0.0,0.0,AAPL
2021-03-22,117.31053458260054,120.76170547518032,117.24229140554169,120.29374694824219,111912300,0.0,0.0,AAPL
2021-03-23,120.2352652049879,121.12242658262932,119.07512365781542,119.465087890625,95467100,0.0,0.0,AAPL
2021-03-24,119.73807557407793,119.81606991796893,117.05708136591241,117.07657623291016,88530500,0.0,0.0,AAPL
2021-03-25,116.54039316706906,118.60719885311322,116.01394245162524,117.56404113769531,98844700,0.0,0.0,AAPL
2021-03-26,117.33003655489678,118.43168604296147,115.9359194779791,118.16845703125,94071200,0.0,0.0,AAPL
2021-03-29,118.59742624167248,119.50408995901205,117.70051367598907,118.34394836425781,80819200,0.0,0.0,AAPL
2021-03-30,117.09605643991243,117.37878030470016,115.87742293890422,116.89132690429688,85671900,0.0,0.0,AAPL
2021-03-31,118.59743876993915,120.42051011090868,118.10998526692909,119.08489227294922,118323800,0.0,0.0,AAPL
2021-04-01,120.55698579856444,121.0639340927336,119.41633912027298,119.91354370117188,75089100,0.0,0.0,AAPL
2021-04-05,120.7617238181442,122.99426157524732,119.98179530076379,122.74078369140625,88651200,0.0,0.0,AAPL
2021-04-06,123.32571551492187,123.93990414772982,122.49704618679874,123.0429916381836,80171300,0.0,0.0,AAPL
2021-04-07,122.67254049145967,124.7100924000349,121.99985233123647,124.69059753417969,83466700,0.0,0.0,AAPL
2021-04-08,125.71425240153569,127.11812083629366,125.29504953954824,127.08887481689453,88844600,0.0,0.0,AAPL
2021-04-09,126.54291392534559,129.70160264420477,126.22119287511026,129.66261291503906,106686700,0.0,0.0,AAPL
2021-04-12,129.19464918855957,129.5163702074258,127.35207599025064,127.94676971435547,91420000,0.0,0.0,AAPL
2021-04-13,129.11669192988782,131.28098676840776,128.6194798143975,131.05674743652344,91266500,0.0,0.0,AAPL
2021-04-14,131.55396314021985,131.6124551846021,128.35626912284386,128.71697998046875,87222800,0.0,0.0,AAPL
2021-04-15,130.4620703374586,131.6124535315985,130.2865793306145,131.125,89347100,0.0,0.0,AAPL
2021-04-16,130.93001971708307,131.29073056509336,129.93561036138595,130.7935333251953,84922400,0.0,0.0,AAPL
2021-04-19,130.1598384774607,132.07066289352065,129.99410605950115,131.4564666748047,94264200,0.0,0.0,AAPL
2021-04-20,131.63191186465178,132.12910894546226,128.5024546918313,129.76983642578125,94812300,0.0,0.0,AAPL
2021-04-21,129.03870718463844,130.3938274883599,128.00530801609,130.1501007080078,68847100,0.0,0.0,AAPL
2021-04-22,129.70163080104982,130.7837782500738,128.11254238332913,128.62924194335938,84566500,0.0,0.0,AAPL
2021-04-23,128.843676057911,131.72939162695204,128.843676057911,130.94947814941406,78657500,0.0,0.0,AAPL
2021-04-26,131.44670263718533,131.67092706494682,130.2085666757299,131.33946228027344,66905100,0.0,0.0,AAPL
2021-04-27,131.6221681983873,132.01213986314156,130.74475798551163,131.01773071289062,66015800,0.0,0.0,AAPL
2021-04-28,130.9397817179312,131.6319723651053,129.7406500448948,130.2281036376953,107760100,0.0,0.0,AAPL
2021-04-29,133.04553085743174,133.63048088194913,129.12640139531834,130.13055419921875,151101000,0.0,0.0,AAPL
2021-04-30,128.47321732434253,130.20855024381436,127.78104182463377,128.1612548828125,109839500,0.0,0.0,AAPL
2021-05-03,128.7267340451597,130.70580925324722,128.5220118733627,129.2141876220703,75135100,0.0,0.0,AAPL
2021-05-04,127.89803861753046,128.19051366277054,123.52070128030383,124.641845703125,137564700,0.0,0.0,AAPL
2021-05-05,125.9579706529646,127.17660429874773,124.75883931076572,124.88558197021484,84000900,0.0,0.0,AAPL
2021-05-06,124.68083714349731,126.49416448959799,123.9399058507591,126.48442077636719,78128300,0.0,0.0,AAPL
2021-05-07,127.78324849809151,128.1836279216994,126.44534732764843,127.15824890136719,78973300,0.22,0.0,AAPL
2021-05-10,126.37698157156558,126.50392458875766,123.83791261142646,123.8769760131836,88071200,0.0,0.0,AAPL
2021-05-11,120.6055400758007,123.31061652232037,119.8926457509414,122.95906066894531,126142800,0.0,0.0,AAPL
2021-05-12,120.50786329646682,121.7187992057643,119.38481447185008,119.89262390136719,112172300,0.0,0.0,AAPL
2021-05-13,121.66022530003295,123.19342897466706,121.34772542528539,122.04108428955078,105861300,0.0,0.0,AAPL
2021-05-14,123.29105636497444,124.8926187981441,122.90042974578068,124.46292877197266,81918000,0.0,0.0,AAPL
2021-05-17,123.84772054552292,123.95514307259624,122.2363900900074,123.31060791015625,74244600,0.0,0.0,AAPL
2021-05-18,123.59378779578954,124.01371010532826,121.85550717277253,121.92386627197266,63342900,0.0,0.0,AAPL
2021-05-19,120.27348393601976,121.99222918408067,119.98051210138631,121.76762390136719,92612000,0.0,0.0,AAPL
2021-05-20,122.29497252696002,124.72661200774762,122.16801458440843,124.32621765136719,76857100,0.0,0.0,AAPL
2021-05-21,124.8242725716539,125.00005419589023,122.27544274551913,122.49028778076172,79295400,0.0,0.0,AAPL
2021-05-24,123.05668957229345,124.94145621305331,122.98833046928489,124.12113952636719,63092900,0.0,0.0,AAPL
2021-05-25,124.82428611341189,125.3125750786712,123.35944156938784,123.92584991455078,72009500,0.0,0.0,AAPL
2021-05-26,123.9843985053702,124.40432076103178,123.457053757522,123.8769760131836,56575900,0.0,0.0,AAPL
2021-05-27,123.4766199875777,124.6484925303121,122.14849379883397,122.34380340576172,94625600,0.0,0.0,AAPL
2021-05-28,122.62700604353964,122.85161879427051,121.63091513952054,121.68950653076172,71311100,0.0,0.0,AAPL
2021-06-01,122.14849423744593,122.41216295280358,121.0352130826755,121.36724090576172,67637100,0.0,0.0,AAPL
2021-06-02,121.36723416808287,122.30473364370846,121.14262887683675,122.12895202636719,59278900,0.0,0.0,AAPL
2021-06-03,121.75786579428137,121.92387970340114,120.2441902802076,120.64458465576172,76229200,0.0,0.0,AAPL
2021-06-04,121.16213974078971,123.20315975663462,120.94729474432367,122.93948364257812,75169300,0.0,0.0,AAPL
2021-06-07,123.21293321808503,123.3594191359653,121.90434257301015,122.94926452636719,71057600,0.0,0.0,AAPL
2021-06-08,123.63286644051075,125.44928155152503,123.2520074907996,123.76958465576172,74403800,0.0,0.0,AAPL
2021-06-09,124.22855558580545,124.75590040330229,123.55472485501787,124.15042877197266,56877900,0.0,0.0,AAPL
2021-06-10,124.04301866252895,125.18560293992083,122.98833637271277,123.15435028076172,71186400,0.0,0.0,AAPL
2021-06-11,123.56451405558266,124.45318995364758,123.14459167144136,124.36529541015625,53522400,0.0,0.0,AAPL
2021-06-14,124.82428233012304,127.4805274309543,124.09186008030994,127.42193603515625,96906500,0.0,0.0,AAPL
2021-06-15,126.89458011391095,127.53911517627388,126.35746756194183,126.60160827636719,62746300,0.0,0.0,AAPL
2021-06-16,127.31446961175028,127.82228636885532,125.44924625023417,127.09962463378906,91815000,0.0,0.0,AAPL
2021-06-17,126.75788205128507,129.4434303366887,126.61138865865254,128.70123291015625,96721700,0.0,0.0,AAPL
2021-06-18,127.64656080258288,128.42779930928762,127.1875749842507,127.40242004394531,108953300,0.0,0.0,AAPL
2021-06-21,127.24618396376991,129.30673284742429,126.18173368531541,129.19931030273438,79663300,0.0,0.0,AAPL
2021-06-22,129.0332270561817,130.93752123375742,128.53517057047182,130.83985900878906,74783600,0.0,0.0,AAPL
2021-06-23,130.63481857945425,131.171931135257,130.10746628787817,130.5664520263672,60214200,0.0,0.0,AAPL
2021-06-24,131.29889842930257,131.4844477920528,129.8145184284701,130.2832794189453,68711000,0.0,0.0,AAPL
2021-06-25,130.33206780671978,130.7519826258196,129.6972930949088,129.99026489257812,70783700,0.0,0.0,AAPL
2021-06-28,130.28328339969636,132.08015588124547,130.2246919993891,131.6211700439453,62111300,0.0,0.0,AAPL
2021-06-29,131.64065638724745,133.2910497525751,131.2012061476498,133.13479614257812,64556100,0.0,0.0,AAPL
2021-06-30,132.9785831720377,134.18952666784298,132.6856112890496,133.7500762939453,63261400,0.0,0.0,AAPL
2021-07-01,133.3985304143806,134.11141733174057,132.57820605478142,134.05282592773438,52485800,0.0,0.0,AAPL
2021-07-02,134.66801646633246,136.7188044942125,134.52153799341264,136.67974853515625,78852600,0.0,0.0,AAPL
2021-07-06,136.78714251107849,139.7949424694059,136.78714251107849,138.69143676757812,108181800,0.0,0.0,AAPL
2021-07-07,140.17585849234243,141.4942246159424,139.31649311139282,141.18173217773438,104911600,0.0,0.0,AAPL
