date,open,high,low,close,volume,dividends,stock_splits,symbol
2020-12-07,205.69653117219067,206.81919092081037,204.3723762756061,205.61976623535156,24620000,0.0,0.0,MSFT
2020-12-08,205.31273262389476,208.17215713451805,204.2764278806708,207.2701873779297,23284100,0.0,0.0,MSFT
2020-12-09,206.45459955551615,206.52175973210288,202.66442004113244,203.2305450439453,32440600,0.0,0.0,MSFT
2020-12-10,203.20174406539516,204.45873883924034,201.84878945662726,202.0023193359375,26733300,0.0,0.0,MSFT
2020-12-11,201.55130982077503,204.6890086289566,200.64934019188877,204.6314239501953,30979400,0.0,0.0,MSFT
2020-12-14,204.47790142019682,207.46207026114612,204.26680152985986,205.53338623046875,28798400,0.0,0.0,MSFT
2020-12-15,206.46417777084216,206.70406272172727,203.65273317434787,205.4662628173828,27000600,0.0,0.0,MSFT
2020-12-16,206.06116863968117,211.20430246821877,206.0323836174708,210.4078826904297,35023300,0.0,0.0,MSFT
2020-12-17,210.9740263409514,211.95276110706337,209.10292652442595,210.542236328125,32515800,0.0,0.0,MSFT
2020-12-18,209.7457733154297,210.80127281082716,207.27976397278425,209.7457733154297,63354900,0.0,0.0,MSFT
2020-12-21,208.74786494629828,214.93689309140643,208.48878512735112,213.5839385986328,37181900,0.0,0.0,MSFT
2020-12-22,213.67990881116995,216.50095801273704,212.87389893684067,214.87933349609375,22612200,0.0,0.0,MSFT
2020-12-23,214.08290333376428,214.5146932710485,211.86636896648002,212.0774688720703,18699600,0.0,0.0,MSFT
2020-12-24,212.4612829501821,214.56267727866629,212.2501830405636,213.7374725341797,10550600,0.0,0.0,MSFT
2020-12-28,215.36871856280752,216.88479329797272,213.9965835914347,215.85809326171875,17933500,0.0,0.0,MSFT
2020-12-29,217.1534659594591,217.98826096234518,214.53392621006677,215.0808563232422,17403200,0.0,0.0,MSFT
2020-12-30,216.1171387725915,216.50096346628422,212.50927450036974,212.7107696533203,20272300,0.0,0.0,MSFT
2020-12-31,212.7299675852491,213.97737223508196,210.79169311832163,213.42083740234375,20942100,0.0,0.0,MSFT
2021-01-04,213.5263708383666,213.97735567410496,206.11872309394096,208.8822021484375,37130100,0.0,0.0,MSFT
2021-01-05,208.469620064535,209.67864963168427,206.97274025893688,209.08372497558594,23823000,0.0,0.0,MSFT
2021-01-06,203.5855122977951,207.73073033908946,203.36482229250956,203.6622772216797,35930700,0.0,0.0,MSFT
2021-01-07,205.37990242724453,210.46546654506324,205.0632671621536,209.45794677734375,27694500,0.0,0.0,MSFT
2021-01-08,209.83211550432787,211.65524955353973,208.2488809997344,210.7340850830078,22956200,0.0,0.0,MSFT
2021-01-11,209.63066780968265,210.0528676774654,207.961063234746,208.69032287597656,23031300,0.0,0.0,MSFT
2021-01-12,207.74038663598958,208.31611642780615,204.6890568070454,206.23390197753906,23249300,0.0,0.0,MSFT
2021-01-13,205.36069794074126,207.98982744101792,205.27432823721875,207.58682250976562,20087100,0.0,0.0,MSFT
2021-01-14,207.17422274667487,208.66151222866404,204.13248361638705,204.40115356445312,29480800,0.0,0.0,MSFT
2021-01-15,204.88092155862176,205.8308564944321,203.4512021297231,204.04611206054688,31746500,0.0,0.0,MSFT
2021-01-19,205.10162077397675,208.2009300549652,204.0269409433611,207.6827850341797,30480900,0.0,0.0,MSFT
2021-01-20,208.89179464606343,216.65446748663234,208.49837984592523,215.2631378173828,37777300,0.0,0.0,MSFT
2021-01-21,215.60856544773637,217.14383480853698,213.42081612551442,215.86764526367188,30709400,0.0,0.0,MSFT
2021-01-22,217.89229857043895,220.76132783056934,216.66408880322285,216.80801391601562,30172700,0.0,0.0,MSFT
2021-01-25,219.8497492395992,220.48304900698852,215.14801018418993,220.2431640625,33152100,0.0,0.0,MSFT
2021-01-26,222.47888575422274,224.7050103480152,220.7709061802584,222.92987060546875,49169600,0.0,0.0,MSFT
2021-01-27,228.37044973267308,230.7117289549116,220.82846706760978,223.47679138183594,69870600,0.0,0.0,MSFT
2021-01-28,226.07716818506384,232.8227316681534,225.57820339979344,229.26283264160156,49111200,0.0,0.0,MSFT
2021-01-29,226.44175729046466,228.3896215227692,221.98949409642398,222.57481384277344,42503100,0.0,0.0,MSFT
2021-02-01,225.54942071149748,232.68839909225326,223.02582637835746,229.95370483398438,33314200,0.0,0.0,MSFT
2021-02-02,231.53690473465016,232.5060344443652,229.03250583272919,229.81932067871094,25916300,0.0,0.0,MSFT
2021-02-03,229.87693764522302,235.17358635543027,229.57946803336847,233.16815185546875,27158100,0.0,0.0,MSFT
2021-02-04,232.84194088146734,233.3984757451428,230.64458645062663,232.21823120117188,25296100,0.0,0.0,MSFT
2021-02-05,232.42931297571354,233.4368326563768,230.69254834518915,232.40052795410156,18054800,0.0,0.0,MSFT
2021-02-08,233.31205633978672,233.8206111749062,231.0667371083445,232.65957641601562,22211900,0.0,0.0,MSFT
2021-02-09,232.08392401813862,234.85699389989335,231.6137588111264,233.9070587158203,23565000,0.0,0.0,MSFT
2021-02-10,235.08724254171878,235.97001736898727,231.14353351995416,232.99545288085938,22186700,0.0,0.0,MSFT
2021-02-11,234.87614522468496,235.23117025659255,232.3525509282651,234.59788513183594,15751100,0.0,0.0,MSFT
2021-02-12,234.06055791477417,235.37513751785033,232.9091129771485,235.0776824951172,16561100,0.0,0.0,MSFT
2021-02-16,235.1160487689445,236.17154846273206,233.0914190955274,233.83985900878906,26728500,0.0,0.0,MSFT
2021-02-17,232.08948433430788,234.96510703693932,231.72401468977077,234.85931396484375,21653500,0.56,0.0,MSFT
2021-02-18,232.55110833821877,234.59962546627492,231.64706116356732,234.46498107910156,16925600,0.0,0.0,MSFT
2021-02-19,234.42650126233121,234.53229432170122,230.993047615162,231.75283813476562,25262600,0.0,0.0,MSFT
2021-02-22,228.33864303907808,228.82913016967538,223.51065478002488,225.53994750976562,36446900,0.0,0.0,MSFT
2021-02-23,221.5198046781942,225.84767822105573,219.98099932623367,224.34735107421875,30228700,0.0,0.0,MSFT
2021-02-24,221.2120477133172,226.20353110586373,220.24068577960895,225.57839965820312,26339700,0.0,0.0,MSFT
2021-02-25,223.20289775237097,225.6168844933576,219.16355148383207,220.23109436035156,39542200,0.0,0.0,MSFT
2021-02-26,222.6739313555886,226.36704708770696,220.76004395905966,223.49142456054688,37819200,0.0,0.0,MSFT
2021-03-01,226.87675570412392,228.3867098260675,224.2319439435093,227.87698364257812,25324000,0.0,0.0,MSFT
2021-03-02,227.94433249579967,228.2232481775111,224.52050529024729,224.9244384765625,22812500,0.0,0.0,MSFT
2021-03-03,223.2798287097905,224.6455116135166,218.56724606158295,218.85577392578125,34029500,0.0,0.0,MSFT
