date,open,high,low,close,volume,dividends,stock_splits,symbol,daily_return,log_return,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_bandwidth,bb_percent,true_range,atr_14,obv,volatility_20,volatility_20_annual,momentum_10,roc_10,momentum_20,roc_20,stoch_k,stoch_d,rsi_signal,ma_crossover,macd_crossover,bb_signal
2020-12-07,30.57563571126287,30.7267146643578,29.971317154487984,30.6475772857666,10623500,0.0,0.0,ENB.TO,,,,,,30.6475772857666,30.6475772857666,,0.0,0.0,0.0,,,,,,0.755397509869816,,0,,,,,,,,,neutral,none,none,neutral
2020-12-08,30.841817772656317,31.10800759233877,30.59721261730158,30.791458129882812,10751700,0.0,0.0,ENB.TO,0.004694689005092512,0.004683703322157325,,,,30.669712800246018,30.658235126071503,,0.011477674174514618,0.002295534834902924,0.009182139339611695,,,,,,0.5107949750371894,,10751700,,,,,,,,,neutral,none,bullish,neutral
2020-12-09,30.93533533999531,31.107998884310007,30.72670102439661,30.949724197387695,8851400,0.0,0.0,ENB.TO,0.005139934160873327,0.005126769789350741,,,,30.71279147672935,30.67982690913196,,0.032964567597389305,0.0084293413874002,0.024535226209989103,,,,,,0.3812978599133956,,19603100,,,,,,,,,neutral,none,none,neutral
2020-12-10,30.94253884437943,31.37419647872032,30.89217919869889,31.331029891967773,9027900,0.0,0.0,ENB.TO,0.012320164540020828,0.012244888953982007,,,,30.80790507907372,30.7280641671198,,0.0798409119539194,0.02271165550070404,0.05712925645321536,,,,,,0.48201728002143085,,28631000,,,,,,,,,neutral,none,none,neutral
2020-12-11,31.287866049610088,31.338225695290628,31.007287352310822,31.331029891967773,6877600,0.0,0.0,ENB.TO,0.0,0.0,,,,30.88838581951896,30.772728294886317,,0.1156575246326419,0.041300829327091615,0.07435669530555028,,,,,,0.33093834297980607,,28631000,,,,,,,,,neutral,none,none,neutral
2020-12-14,31.38858664271295,31.402975505560534,30.58282678961824,30.59721565246582,4846500,0.0,0.0,ENB.TO,-0.0234213251856773,-0.023699963744614732,,,,30.84359040920309,30.759727358410725,,0.08386305079236678,0.04981327362014665,0.03404977717222013,,,,,,0.8201487159422918,,23784500,,,,,,,,,neutral,none,none,neutral
2020-12-15,30.755479547943203,30.978502726799018,30.510874454628244,30.777061462402344,7999500,0.0,0.0,ENB.TO,0.005877848885966541,0.005860641726667302,,,,30.833355186618363,30.76101136611381,,0.07234382050455324,0.05431938299702797,0.018024437507525262,,,,,,0.4676282721707743,,31784000,,,,,,,,,neutral,none,none,neutral
2020-12-16,30.863399729485867,30.928148227999536,30.410160239890182,30.510879516601562,5747400,0.0,0.0,ENB.TO,-0.008648712162658945,-0.00868632932407529,,,,30.783743545077318,30.742483080964753,,0.041260464112564676,0.05170759922013532,-0.010447135107570643,,,,,,0.5179879881093541,,26036600,,,,,,,,,neutral,none,bearish,neutral
2020-12-17,30.604405290952393,30.611598348729686,30.179943527837274,30.34541130065918,10153100,0.0,0.0,ENB.TO,-0.0054232529040124655,-0.00543801212622569,,,,30.716307815166832,30.71307035649767,,0.003237458669161697,0.0420135711099406,-0.0387761124407789,,,,,,0.4316548208924118,,15883500,,,,,,,,,neutral,none,none,neutral
2020-12-18,30.424557650213394,30.65477398864945,30.043259609857554,30.165563583374023,14738400,0.0,0.0,ENB.TO,-0.0059266857681790075,-0.005944318273004292,,,,30.631577933352553,30.672514299229253,,-0.04093636587669991,0.025423583712612496,-0.0663599495893124,,,,,,0.6115143787918953,,1145100,,,,,,,,,neutral,none,none,neutral
2020-12-21,29.719520510556638,29.906570261044237,29.23750315318484,29.892181396484375,5405400,0.0,0.0,ENB.TO,-0.009062724325837768,-0.009104040626879013,,,,30.517824619988218,30.61471186198889,,-0.09688724200067256,0.0009614185699554842,-0.09784866057062805,,,,,,0.9280604301891842,,-4260300,,,-0.7553958892822266,-2.46478174192597,,,,,neutral,none,none,neutral
2020-12-22,30.086418567966835,30.108000486595245,29.582819426279155,29.661956787109375,3185400,0.0,0.0,ENB.TO,-0.007701833677554171,-0.00773164597008232,,,,30.386152645699166,30.544137411997813,,-0.15798476629864666,-0.030827818403764945,-0.12715694789488172,,,,,,0.5251810603160898,,-7445700,,,-1.1295013427734375,-3.6682294745803756,,,,,neutral,none,none,neutral
2020-12-23,29.669160120359937,29.949736111324647,29.63318658765555,29.697935104370117,3626900,0.0,0.0,ENB.TO,0.0012129448343198845,0.0012122098110360913,,,,30.280273023956237,30.481455759580946,,-0.2011827356247089,-0.06489880184795374,-0.13628393377675516,,,,,,0.31654952366909583,,-3818800,,,-1.2517890930175781,-4.044588846847419,,,,,neutral,none,none,neutral
2020-12-24,29.690732777558416,29.741092414352302,29.50368034570023,29.67634391784668,2105100,0.0,0.0,ENB.TO,-0.0007270265238158435,-0.0007272909357631095,,,,30.18736085378554,30.421817845378406,32.4673625467061,-0.23445699159286804,-0.0988104397969366,-0.13564655179593144,,,,,,0.23741206865207332,0.5226130876110577,-5923900,,,-1.6546859741210938,-5.281300933376909,,,20.265359850029828,,neutral,none,none,neutral
2020-12-29,29.676340637045108,29.76267104137708,29.345405133444153,29.352598190307617,5201200,0.0,0.0,ENB.TO,-0.010909218751315564,-0.01096916062283152,,,,30.05893582863509,30.342616389447237,29.069573870677758,-0.2836805608121473,-0.13578446399997873,-0.1478960968121686,,,,,,0.41726590793292573,0.4984608303298513,-11125100,,,-1.9784317016601562,-6.314607941334738,,,5.3150083858844726,,oversold,none,none,neutral
2020-12-30,29.352609808668937,29.590021945047017,29.23750164253279,29.36699867248535,3914300,0.0,0.0,ENB.TO,0.0004906033218718964,0.0004904830154090725,,,,29.95248395845821,30.27034841041302,25.971080110449236,-0.3178644519548115,-0.1722004615909453,-0.1456639903638662,,,,,,0.3525203025142254,0.487155496578211,-7210800,,,-1.2302169799804688,-4.020682777000739,,,5.980078178893318,10.520148804935873,oversold,none,none,neutral
2020-12-31,29.316640506800958,29.539663790663223,29.259085048618967,29.28786277770996,3527800,0.0,0.0,ENB.TO,-0.0026947219107390508,-0.0026983592096359796,,,,29.850234546035402,30.19757169687946,21.197463851956655,-0.3473371508440586,-0.20722779944156794,-0.14010935140249065,,,,,,0.2805787420442556,0.4799612738732724,-10738600,,,-1.4891986846923828,-4.8386642971474325,,,2.3256404077191295,4.54024232416564,oversold,none,none,neutral
2021-01-04,29.575630886252966,29.79145833869105,29.23030641347304,29.388578414916992,7026200,0.0,0.0,ENB.TO,0.0034388182562670178,0.0034329190411178496,,,,29.779210525863338,30.137646268585943,12.707298853100141,-0.35843574272260526,-0.2374693880977754,-0.12096635462482985,,,,,,0.5611519252180095,0.4856137485301709,-3712400,,,-1.1223011016845703,-3.678363650821359,,,7.284680489097573,5.1967996919033395,oversold,none,none,neutral
2021-01-05,29.51088218183821,30.46771822096053,29.395774025002556,30.431747436523438,5370300,0.0,0.0,ENB.TO,0.035495729221014516,0.03488027748093528,,,,29.879600819811046,30.15943154028502,37.67262219447264,-0.2798307204739743,-0.2459416545730152,-0.03388906590095908,,,,,,1.079139806043539,0.5390567101775804,1657900,,,0.08633613586425781,0.2845113384980946,,,55.29792951102629,21.636083469280994,neutral,none,none,neutral
2021-01-06,30.64756813096017,30.712316626430418,29.85620007022988,30.050445556640625,7892400,0.0,0.0,ENB.TO,-0.012529739893450298,-0.012608899008164197,30.212679958343507,,,29.905884625477135,30.15135850445951,41.703004822511765,-0.2454738789823736,-0.2458480994548869,0.00037422047251328694,30.212679958343507,31.52386376306822,28.901496153618794,0.08679692146029687,0.4381343785980701,0.8561165562005364,0.5416258416245979,-6234500,,,-0.11511802673339844,-0.38162067290812285,,,46.913446557226365,36.49868551911674,neutral,none,bullish,neutral
2021-01-07,30.21591561300713,30.8274270931316,29.870591192471537,30.75548553466797,10484700,0.0,0.0,ENB.TO,0.02346188101266078,0.023190881666638498,30.218075370788576,,,30.03659245766034,30.19610865484532,49.71760608245343,-0.15951619718498122,-0.22858171900090576,0.06906552181592454,30.218075370788576,31.537655376157023,28.89849536542013,0.08733713111617084,0.7036292463105864,0.9568359006600637,0.5765692436595471,4250200,0.012917933859464572,0.20506584266954436,0.8633041381835938,2.8880600138641244,0.10790824890136719,0.3520938960205555,89.83046053794355,64.01394553539875,neutral,none,none,neutral
2021-01-08,30.92815430452693,30.96412508979191,30.302251114457295,30.489303588867188,7759500,0.0,0.0,ENB.TO,-0.00865477950269189,-0.00869244961531246,30.202967643737793,,,30.106240323999856,30.217826798106202,49.71760608245343,-0.11158647410634615,-0.20518267002199386,0.09359619591564772,30.202967643737793,31.501660605686496,28.90427468178909,0.08599770573988418,0.6102400465386923,0.6618739753346148,0.5868468141756372,-3509300,0.013020900906814032,0.20670039387267206,0.8273468017578125,2.7892522657755547,-0.302154541015625,-0.9812933825384063,72.61412006860874,69.7860090545929,neutral,none,none,neutral
2021-01-11,30.431742689577124,30.61879513050421,30.24469299304455,30.554046630859375,6591500,0.0,0.0,ENB.TO,0.0021234673925392133,0.0021212160222332356,30.18318376541138,,,30.175133601978242,30.24273197090273,52.8046472249415,-0.06759836892448945,-0.17766580980249297,0.11006744087800352,30.18318376541138,31.44552488726797,28.92084264355479,0.08364532593166518,0.646894868204305,0.37410213745966203,0.5827359082161551,3082200,0.012970566580901963,0.2059013612200316,0.8561115264892578,2.882730814383394,-0.3956775665283203,-1.2784526414672093,76.34824999098598,79.59761019917943,neutral,none,none,neutral
2021-01-12,30.741098828295822,30.928151284440325,30.532464451978772,30.906566619873047,11678700,0.0,0.0,ENB.TO,0.011537587582838515,0.01147153717531611,30.16196060180664,,,30.287661758577443,30.291904907863497,59.51924853363991,-0.004243149286054404,-0.14298127769920527,0.13873812841315086,30.16196060180664,31.355440505553748,28.968480698059533,0.07913808518638674,0.8119474470113008,0.39568683246155345,0.5673196549068449,14760900,0.012930772290209903,0.20526964643940318,1.2302227020263672,4.145465847922525,-0.42446327209472656,-1.3547696119735386,96.68024859202305,81.88087288387258,neutral,none,none,neutral
2021-01-13,30.95692905392151,31.65477380928719,30.88498748393112,31.618803024291992,7498200,0.0,0.0,ENB.TO,0.023044824524797836,0.022783302749346958,30.176349258422853,,,30.49245272253353,30.390193657228572,69.93336366194664,0.10225906530495621,-0.09393320909837298,0.1961922744033292,30.176349258422853,31.43436766704473,28.918330849800977,0.08337777362321165,1.0733039182826059,0.7697863253560691,0.5560143617044796,22259100,0.013972148978795602,0.22180098887422947,2.266204833984375,7.720627725325824,0.28777313232421875,0.9184924125267724,98.51634280348334,90.5149471288308,neutral,none,none,overbought
2021-01-14,31.654768714703778,32.431750718646796,31.640379854142477,32.38858413696289,11852900,0.0,0.0,ENB.TO,0.02434567532741494,0.024054043214109425,30.265917682647704,,,30.78416524783035,30.538222581653336,77.99101335152488,0.2459426661770152,-0.02595803404329535,0.27190070022031054,30.265917682647704,31.86023678079334,28.671598584502068,0.1053540893663174,1.1656968660740736,0.8129476943548042,0.5765691212786734,34112000,0.013739687703220243,0.21811078052647795,3.021585464477539,10.289050979215443,1.7913684844970703,5.85467810157656,98.65165289259771,97.94941476270135,overbought,none,none,overbought
