date,open,high,low,close,volume,dividends,stock_splits,symbol,daily_return,log_return,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_bandwidth,bb_percent,true_range,atr_14,obv,volatility_20,volatility_20_annual,momentum_10,roc_10,momentum_20,roc_20,stoch_k,stoch_d,rsi_signal,ma_crossover,macd_crossover,bb_signal
2020-12-07,24.440000534057617,29.0,24.440000534057617,28.940000534057617,118463700,0.0,0.0,PLTR,,,,,,28.940000534057617,28.940000534057617,,0.0,0.0,0.0,,,,,,4.559999465942383,,0,,,,,,,,,neutral,none,none,neutral
2020-12-08,30.6299991607666,31.239999771118164,27.25,28.59000015258789,124754300,0.0,0.0,PLTR,-0.012094000518688142,-0.012167727985970716,,,,28.886154321523815,28.914074579874676,,-0.02792025835086065,-0.00558405167017213,-0.02233620668068852,,,,,,3.989999771118164,,-124754300,,,,,,,,,neutral,none,bearish,neutral
2020-12-09,28.68000030517578,28.850000381469727,25.329999923706055,26.6299991607666,79634700,0.0,0.0,PLTR,-0.0685554732899809,-0.0710186433600721,,,,28.539053527561165,28.744883808088893,,-0.2058302805277279,-0.04563329744168328,-0.1601969830860446,,,,,,3.520000457763672,,-204389000,,,,,,,,,neutral,none,none,neutral
2020-12-10,25.541000366210938,28.040000915527344,25.149999618530273,27.040000915527344,57774800,0.0,0.0,PLTR,0.015396236112721562,0.015278916721767058,,,,28.308430048786732,28.61859618641767,,-0.3101661376309366,-0.09853986547953394,-0.21162627215140264,,,,,,2.8900012969970703,,-146614200,,,,,,,,,neutral,none,none,neutral
2020-12-11,27.149999618530273,28.270000457763672,26.059999465942383,27.200000762939453,52764400,0.0,0.0,PLTR,0.005917153919925866,0.005899716318173401,,,,28.137902466348688,28.5135150439378,,-0.3756125775891128,-0.1539544079014497,-0.2216581696876631,,,,,,2.210000991821289,,-93849800,,,,,,,,,neutral,none,none,neutral
2020-12-14,28.260000228881836,28.260000228881836,26.729999542236328,27.239999771118164,44734500,0.0,0.0,PLTR,0.0014705517300281912,0.0014694715276987757,,,,27.999763590159375,28.419180579284493,,-0.4194169891251178,-0.20704692414618336,-0.21237006497893446,,,,,,1.5300006866455078,,-49115300,,,,,,,,,neutral,none,none,neutral
2020-12-15,26.81999969482422,27.100000381469727,25.520000457763672,26.43000030517578,49273200,0.0,0.0,PLTR,-0.029735663463595352,-0.0301867327161294,,,,27.758261546315744,28.271833892313477,,-0.5135723459977335,-0.2683520085164934,-0.2452203374812401,,,,,,1.7199993133544922,,-98388500,,,,,,,,,neutral,none,none,neutral
2020-12-16,25.709999084472656,26.15999984741211,25.110000610351562,25.920000076293945,44013400,0.0,0.0,PLTR,-0.019296262693646815,-0.019484865735252217,,,,27.475452089389314,28.097623980015733,,-0.6221718906264186,-0.33911598493847844,-0.2830559056879402,,,,,,1.3199996948242188,,-142401900,,,,,,,,,neutral,none,none,neutral
2020-12-17,26.520000457763672,27.450000762939453,26.049999237060547,27.229999542236328,53829800,0.0,0.0,PLTR,0.05054010270395359,0.04930441544714962,,,,27.437690159058086,28.033355503143184,,-0.5956653440850985,-0.3904258567678025,-0.20523948731729602,,,,,,1.5300006866455078,,-88572100,,,,,,,,,neutral,none,none,neutral
2020-12-18,26.270000457763672,26.850000381469727,25.799999237060547,25.969999313354492,71042900,0.0,0.0,PLTR,-0.04627250275665462,-0.04737729063995634,,,,27.211891567411378,27.880514303899577,,-0.6686227364881994,-0.4460652327118819,-0.22255750377631744,,,,,,1.4300003051757812,,-159615000,,,,,,,,,neutral,none,none,neutral
