date,open,high,low,close,volume,dividends,stock_splits,symbol,daily_return,log_return,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_bandwidth,bb_percent,true_range,atr_14,obv,volatility_20,volatility_20_annual,momentum_10,roc_10,momentum_20,roc_20,stoch_k,stoch_d,rsi_signal,ma_crossover,macd_crossover,bb_signal
2020-12-07,13.563108608262407,13.692744171965034,13.462142841272858,13.56859302520752,223244000,0.0,0.0,NVDA,,,,,,13.56859302520752,13.56859302520752,,0.0,0.0,0.0,,,,,,0.23060133069217592,,0,,,,,,,,,neutral,none,none,neutral
2020-12-08,13.54690261860404,13.560614134542899,13.244253571098817,13.312561988830566,271920000,0.0,0.0,NVDA,-0.018869387260809,-0.01904968583378422,,,,13.52920363499568,13.549627763253671,,-0.020424128257991114,-0.004084825651598223,-0.01633930260639289,,,,,,0.3243394541087028,,-271920000,,,,,,,,,neutral,none,bearish,neutral
2020-12-09,13.26320049071074,13.376381837972524,12.832162653647892,12.894487380981445,401300000,0.0,0.0,NVDA,-0.031404519145142196,-0.03190821467033288,,,,13.431554980531953,13.50109884604832,,-0.06954386551636738,-0.017176633624552053,-0.05236723189181532,,,,,,0.544219184324632,,-673220000,,,,,,,,,neutral,none,none,neutral
2020-12-10,12.832910177237736,13.032099938363631,12.813464133325725,12.935870170593262,207764000,0.0,0.0,NVDA,0.003209339649504317,0.003204200711141587,,,,13.355295779002924,13.45923005527387,,-0.10393427627094631,-0.03452816215383091,-0.0694061141171154,,,,,,0.21863580503790558,,-465456000,,,,,,,,,neutral,none,none,neutral
2020-12-11,12.930885568917091,12.983488226921267,12.787040175578497,12.976757049560547,209264000,0.0,0.0,NVDA,0.003160736651503626,0.0031557520240481237,,,,13.297059051396404,13.42349131410992,,-0.12643226271351615,-0.052908982265767956,-0.0735232804477482,,,,,,0.1964480513427702,,-256192000,,,,,,,,,neutral,none,none,neutral
2020-12-14,13.05129918295084,13.351205605047769,13.040828672493594,13.271430015563965,270156000,0.0,0.0,NVDA,0.022707750856243214,0.022453767618206114,,,,13.293116122806797,13.412227514217626,,-0.11911139141082927,-0.06614946409478023,-0.05296192731604904,,,,,,0.37444855548722167,,13964000,,,,,,,,,neutral,none,none,neutral
2020-12-15,13.402059515570322,13.426241539720865,13.149769716731504,13.32303237915039,193016000,0.0,0.0,NVDA,0.003888229341217242,0.0038806897150565774,,,,13.297718623782734,13.40562046717561,,-0.10790184339287556,-0.0744999399543993,-0.033401903438476266,,,,,,0.276471822989361,,206980000,,,,,,,,,neutral,none,none,neutral
2020-12-16,13.38485880478983,13.399567920519228,13.175447671879173,13.205364227294922,223116000,0.0,0.0,NVDA,-0.008831934690754828,-0.0088711673972338,,,,13.283510255092303,13.390786671628891,,-0.10727641653658893,-0.08105523527083723,-0.026221181265751695,,,,,,0.2241202486400553,,-16136000,,,,,,,,,neutral,none,none,neutral
2020-12-17,13.329264657179316,13.341979525513967,13.141542987766448,13.303836822509766,231384000,0.0,0.0,NVDA,0.007457014704017384,0.0074293486223247105,,,,13.286637419310374,13.384345942064511,,-0.09770852275413766,-0.08438589276749732,-0.013322629986640341,,,,,,0.20043653774751924,,215248000,,,,,,,,,neutral,none,none,neutral
2020-12-18,13.341481562449765,13.367408674603341,13.03384733749289,13.234782218933105,342064000,0.0,0.0,NVDA,-0.005190578063902662,-0.0052040959114729324,,,,13.27865969617541,13.373267147758481,,-0.09460745158307127,-0.08643020453061212,-0.008177247052459147,,,,,,0.3335613371104511,,-126816000,,,,,,,,,neutral,none,none,neutral
